Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
io_debug_pc[26]_reg_p_D_OAI221X0P5H7L_Y,1.2,2.005e-03,0.000e+00,7.030e-10,2.005e-03
io_debug_pc[1]_reg_p_D_OA211X1P4H7L_Y,1.2,1.954e-03,0.000e+00,1.058e-09,1.954e-03
io_debug_pc[10]_reg_p_D_OAOI211X0P5H7L_Y_B0_AOI32X0P5H7L_Y,1.2,1.906e-03,0.000e+00,7.715e-10,1.906e-03
io_debug_pc[9]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y,1.2,1.894e-03,0.000e+00,2.054e-09,1.894e-03
io_debug_pc[3]_reg_p_D_OAI21X0P5H7L_Y_B0_OAI211X1P4H7L_Y,1.2,1.873e-03,0.000e+00,6.637e-10,1.873e-03
io_debug_pc[18]_reg_p_D_OA31X1H7L_Y,1.2,1.831e-03,0.000e+00,1.424e-09,1.831e-03
io_debug_pc[19]_reg_p_D_OAI32X0P5H7L_Y_B0_OAI211X0P7H7L_Y_B0_NAND4X0P5H7L_Y,1.2,1.810e-03,0.000e+00,2.426e-10,1.810e-03
io_debug_pc[7]_reg_p_D_OAI32X0P5H7L_Y_B0_OAI221X0P5H7L_Y,1.2,1.800e-03,0.000e+00,6.885e-10,1.800e-03
io_debug_pc[12]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y_A_OAI211X0P7H7L_Y,1.2,1.749e-03,0.000e+00,5.202e-10,1.749e-03
io_debug_pc[30]_reg_p_D_AOI21X0P5H7L_Y_A1_AOAI211X0P5H7L_Y,1.2,1.748e-03,0.000e+00,6.905e-10,1.748e-03
io_debug_pc[25]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y_A_OAI211X0P7H7L_Y,1.2,1.720e-03,0.000e+00,5.227e-10,1.720e-03
io_debug_pc[26]_reg_p_D_OAI221X0P5H7L_Y_B1_MUX2X0P5H7L_Y,1.2,1.702e-03,0.000e+00,2.059e-09,1.702e-03
io_debug_pc[5]_reg_p_D_OAI2BB2X0P5H7L_Y_B0_AOI31X0P5H7L_Y,1.2,1.701e-03,0.000e+00,8.436e-10,1.701e-03
io_debug_pc[2]_reg_p_D_OAI31X0P5H7L_Y,1.2,1.620e-03,0.000e+00,7.458e-10,1.620e-03
BitsReg_1_pred_target_25__MUX2X0P5H7L_B_Y_XOR2X0P5H7L_B_Y_NOR3X0P5H7L_B_Y_AO211X1H7L_A1,1.2,1.595e-03,0.000e+00,1.674e-09,1.595e-03
io_debug_pc[27]_reg_p_D_OAI221X0P5H7L_Y_B1_MUXI2X0P5H7L_Y,1.2,1.488e-03,0.000e+00,2.568e-09,1.488e-03
io_debug_pc[31]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y,1.2,1.457e-03,0.000e+00,2.054e-09,1.457e-03
io_debug_pc[18]_reg_p_D_OA31X1H7L_Y_A2_OAI31X0P5H7L_Y_A1_NAND3X3H7L_B,1.2,1.451e-03,0.000e+00,9.403e-10,1.451e-03
io_debug_pc[13]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y,1.2,1.447e-03,0.000e+00,2.055e-09,1.447e-03
btb.tag_4_0_4__AOI22X0P5H7L_B1_Y_NAND4X0P5H7L_A_Y_XOR2X0P5H7L_B_Y_NOR3X0P5H7L_B_Y_NAND3X0P5H7L_A_Y_OAO211X0P5H7L_A1,1.2,1.409e-03,0.000e+00,1.570e-09,1.409e-03
io_debug_pc[11]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y,1.2,1.398e-03,0.000e+00,2.055e-09,1.398e-03
io_debug_pc[28]_reg_p_D_NAND4X0P5H7L_Y_C_MUX2X0P5H7L_Y_B_OAI211X0P7H7L_Y,1.2,1.374e-03,0.000e+00,5.667e-10,1.374e-03
io_debug_pc[23]_reg_p_D_OAI32X0P5H7L_Y_B1_OAI221X0P5H7L_Y,1.2,1.346e-03,0.000e+00,6.927e-10,1.346e-03
io_debug_pc[5]_reg_p_D_OAI2BB2X0P5H7L_Y,1.2,1.326e-03,0.000e+00,1.139e-09,1.326e-03
io_debug_pc[27]_reg_p_D_OAI221X0P5H7L_Y_B1_MUXI2X0P5H7L_Y_A_OA21X0P7H7L_Y,1.2,1.323e-03,0.000e+00,1.288e-09,1.323e-03
BitsReg_1_pred_target_22__MUX2X0P5H7L_B_Y_XOR2X0P5H7L_A_Y_OAI21X0P5H7L_A0_Y_AOAI211X0P5H7L_C0,1.2,1.322e-03,0.000e+00,6.853e-10,1.322e-03
io_debug_pc[9]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y_A_OAI211X0P7H7L_Y_C0_OAI211X0P7H7L_Y,1.2,1.281e-03,0.000e+00,5.474e-10,1.281e-03
BitsReg_1_pred_target_9__MUX2X0P5H7L_B_Y_XNOR2X0P5H7L_A_Y_NAND2X0P5H7L_B_Y_AND4X0P5H7L_A_B_AOAI211X0P5H7L_A1,1.2,1.281e-03,0.000e+00,6.914e-10,1.281e-03
io_debug_pc[3]_reg_p_D_OAI21X0P5H7L_Y,1.2,1.260e-03,0.000e+00,7.087e-10,1.260e-03
io_debug_pc[9]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y_A_OAI211X0P7H7L_Y,1.2,1.245e-03,0.000e+00,5.152e-10,1.245e-03
BitsReg_1_pred_target_9__INVX0P5H7L_A_Y_AO22X0P7H7L_A1_Y_AOA211X1H7L_A1_Y_NAND4X0P5H7L_D_A_NAND3X6H7L_A,1.2,1.243e-03,0.000e+00,1.903e-09,1.243e-03
io_debug_pc[15]_reg_p_D_OAI211X1P4H7L_Y_C0_AOI31X0P5H7L_Y,1.2,1.239e-03,0.000e+00,9.202e-10,1.239e-03
io_debug_pc[16]_reg_p_D_AOI21X0P5H7L_Y_A0_AOAI211X0P5H7L_Y_B0_OAI21X0P5H7L_Y_A1_OAI211X0P7H7L_Y,1.2,1.230e-03,0.000e+00,5.193e-10,1.230e-03
io_debug_pc[28]_reg_p_D_NAND4X0P5H7L_Y_C_MUX2X0P5H7L_Y_B_OAI211X0P7H7L_Y_B0_OAI211X0P7H7L_Y,1.2,1.226e-03,0.000e+00,5.539e-10,1.226e-03
io_debug_pc[2]_reg_p_D_OAI31X0P5H7L_Y_A1_AOI21X0P5H7L_Y,1.2,1.216e-03,0.000e+00,7.096e-10,1.216e-03
io_debug_pc[3]_reg_p_D_OAI21X0P5H7L_Y_B0_OAI211X1P4H7L_Y_C0_NAND4X0P5H7L_Y,1.2,1.200e-03,0.000e+00,2.298e-10,1.200e-03
io_debug_pc[20]_reg_p_D_OAI211X1P4H7L_Y_A1_MUX2X0P5H7L_Y_B_OAI21X0P5H7L_Y_B0_OAI211X0P7H7L_Y,1.2,1.199e-03,0.000e+00,5.458e-10,1.199e-03
io_debug_pc[16]_reg_p_D_AOI21X0P5H7L_Y_A0_AOAI211X0P5H7L_Y_B0_OAI21X0P5H7L_Y_A1_OAI211X0P7H7L_Y_B0_OAI211X0P7H7L_Y,1.2,1.179e-03,0.000e+00,5.464e-10,1.179e-03
io_debug_pc[2]_reg_p_D_OAI31X0P5H7L_Y_A1_AOI21X0P5H7L_Y_B0_OAI31X0P5H7L_Y_A2_OAI21X0P5H7L_Y_B0_OAI211X0P7H7L_Y,1.2,1.178e-03,0.000e+00,5.457e-10,1.178e-03
io_debug_pc[27]_reg_p_D_OAI221X0P5H7L_Y_B1_MUXI2X0P5H7L_Y_A_OA21X0P7H7L_Y_B0_OAI211X0P7H7L_Y,1.2,1.176e-03,0.000e+00,5.470e-10,1.176e-03
io_debug_pc[4]_reg_p_D_OAI21X1P4H7L_Y_A1_MUX2X0P5H7L_Y,1.2,1.165e-03,0.000e+00,2.081e-09,1.165e-03
io_debug_pc[22]_reg_p_D_OAI21X0P5H7L_Y_A1_AOAI211X0P5H7L_Y,1.2,1.161e-03,0.000e+00,6.913e-10,1.161e-03
io_debug_pc[28]_reg_p_D_NAND4X0P5H7L_Y_C_MUX2X0P5H7L_Y_A_OAI211X0P7H7L_Y,1.2,1.135e-03,0.000e+00,5.598e-10,1.135e-03
io_debug_pc[12]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y_B_OAI211X0P7H7L_Y,1.2,1.126e-03,0.000e+00,5.471e-10,1.126e-03
io_debug_pc[8]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y_A_OAI211X0P7H7L_Y_C0_OAI211X0P7H7L_Y,1.2,1.126e-03,0.000e+00,5.612e-10,1.126e-03
io_debug_pc[8]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y_B_OAI211X0P7H7L_Y,1.2,1.124e-03,0.000e+00,5.173e-10,1.124e-03
BitsReg_1_pred_target_7__MUX2X0P5H7L_B_Y_XOR2X0P5H7L_A_Y_NOR3X0P5H7L_B_A_NAND2X0P5H7L_B_Y_OAOI211X0P5H7L_A1,1.2,1.112e-03,0.000e+00,7.258e-10,1.112e-03
io_debug_pc[8]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y_A_OAI211X0P7H7L_Y,1.2,1.112e-03,0.000e+00,5.197e-10,1.112e-03
BitsReg_1_pred_target_24__MUX2X0P5H7L_B_Y_AOI31X0P5H7L_A1,1.2,1.060e-03,0.000e+00,7.401e-10,1.060e-03
io_debug_pc[14]_reg_p_D_AOI221X1P4H7L_Y_C0_OAI211X1P4H7L_Y,1.2,1.044e-03,0.000e+00,6.930e-10,1.044e-03
io_debug_pc[22]_reg_p_D_OAI21X0P5H7L_Y,1.2,1.012e-03,0.000e+00,7.087e-10,1.012e-03
BitsReg_1_pred_target_22__MUX2X0P5H7L_B_Y_XOR2X0P5H7L_A_Y_OAI21X0P5H7L_A0_Y_AOAI211X0P5H7L_C0_Y_AOA211X1P4H7L_C0,1.2,9.980e-04,0.000e+00,1.321e-09,9.980e-04
io_debug_pc[2]_reg_p_D_OAI31X0P5H7L_Y_B0_NAND4X0P5H7L_Y,1.2,9.940e-04,0.000e+00,2.526e-10,9.940e-04
io_debug_pc[22]_reg_p_D_OAI21X0P5H7L_Y_B0_NAND4X0P5H7L_Y,1.2,9.926e-04,0.000e+00,2.526e-10,9.926e-04
io_debug_pc[20]_reg_p_D_OAI211X1P4H7L_Y_C0_NAND4X0P5H7L_Y,1.2,9.907e-04,0.000e+00,2.526e-10,9.907e-04
pred_tag_target_5__reg_p_D_AOI211X1P4H7L_Y_A1_OAI2XB1X0P5H7L_A1N,1.2,9.430e-04,0.000e+00,1.398e-09,9.430e-04
io_debug_pc[16]_reg_p_D_AOI21X0P5H7L_Y,1.2,9.395e-04,0.000e+00,7.069e-10,9.395e-04
io_debug_pc[19]_reg_p_D_OAI32X0P5H7L_Y_B0_OAI211X0P7H7L_Y_B0_NAND4X0P5H7L_Y_D_OAI21X0P5H7L_Y_B0_AOAI211X0P5H7L_Y,1.2,9.280e-04,0.000e+00,6.754e-10,9.280e-04
ras.top_2__reg_p_D_AOI211X0P5H7L_Y_B0_NOR2X0P5H7L_Y_B_NOR2X0P5H7L_Y_A_AO211X3H7L_A0_Y_OAI221X4H7L_A0,1.2,9.239e-04,0.000e+00,2.086e-09,9.239e-04
ras.top_2__reg_p_D_AOI211X0P5H7L_Y_B0_NOR2X0P5H7L_Y_B_NOR2X0P5H7L_Y_A_AO211X3H7L_A0_Y_NAND4BBX2H7L_AN_Y_NAND4X1P4H7L_B,1.2,9.193e-04,0.000e+00,3.455e-10,9.193e-04
io_debug_pc[26]_reg_p_D_OAI221X0P5H7L_Y_B1_MUX2X0P5H7L_Y_A_OAI21X0P5H7L_Y_B0_AOAI211X0P5H7L_Y,1.2,9.173e-04,0.000e+00,6.725e-10,9.173e-04
io_debug_pc[2]_reg_p_D_OAI31X0P5H7L_Y_A1_AOI21X0P5H7L_Y_B0_OAI31X0P5H7L_Y,1.2,9.068e-04,0.000e+00,7.758e-10,9.068e-04
BitsReg_1_pred_target_26__XOR2X0P5H7L_B_Y_OAI21X0P5H7L_A0_Y_OAOI211X0P5H7L_C0_Y_NOR4BX1P4H7L_D,1.2,8.945e-04,0.000e+00,1.134e-09,8.945e-04
io_debug_pc[10]_reg_p_D_OAOI211X0P5H7L_Y,1.2,8.890e-04,0.000e+00,6.797e-10,8.890e-04
io_debug_pc[7]_reg_p_D_OAI32X0P5H7L_Y,1.2,8.500e-04,0.000e+00,7.359e-10,8.500e-04
io_debug_pc[20]_reg_p_D_OAI211X1P4H7L_Y_A1_MUX2X0P5H7L_Y_B_OAI21X0P5H7L_Y,1.2,8.420e-04,0.000e+00,7.129e-10,8.420e-04
BitsReg_1_pred_target_30__MUX2X0P5H7L_B_Y_XOR2X0P5H7L_A_1_Y_OAI211X1H7L_A1_Y_OA221X0P5H7L_A1,1.2,8.401e-04,0.000e+00,1.174e-09,8.401e-04
BitsReg_1_pred_target_9__INVX0P5H7L_A_Y_AO22X0P7H7L_A1_Y_AOA211X1H7L_A1_Y_NAND4X0P5H7L_D_A_AND3X8H7L_A,1.2,8.300e-04,0.000e+00,3.393e-09,8.300e-04
io_debug_pc[16]_reg_p_D_AOI21X0P5H7L_Y_A0_AOAI211X0P5H7L_Y_A1_AOI211X0P5H7L_Y,1.2,8.196e-04,0.000e+00,8.799e-10,8.196e-04
io_debug_pc[30]_reg_p_D_AOI21X0P5H7L_Y_A1_AOAI211X0P5H7L_Y_A1_AOI211X0P5H7L_Y,1.2,8.195e-04,0.000e+00,8.799e-10,8.195e-04
BitsReg_1_pred_target_30__MUX2X0P5H7L_B_Y_XOR2X0P5H7L_A_Y_OAI21X1H7L_A1_B0_OAOI211X0P5H7L_Y,1.2,8.127e-04,0.000e+00,1.029e-09,8.127e-04
io_debug_pc[30]_reg_p_D_AOI21X0P5H7L_Y,1.2,8.104e-04,0.000e+00,7.069e-10,8.104e-04
BitsReg_1_pred_target_24__MUX2X0P5H7L_B_Y_AOI31X0P5H7L_A1_A2_AND2X1H7L_Y_A_OAI211X0P7H7L_Y,1.2,8.103e-04,0.000e+00,5.627e-10,8.103e-04
io_debug_pc[12]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y_A_OAI211X0P7H7L_Y_C0_NAND3X0P5H7L_Y,1.2,7.881e-04,0.000e+00,3.702e-10,7.881e-04
io_debug_pc[5]_reg_p_D_OAI2BB2X0P5H7L_Y_B0_AOI31X0P5H7L_Y_A1_NAND3X0P5H7L_Y,1.2,7.872e-04,0.000e+00,3.399e-10,7.872e-04
io_debug_pc[25]_reg_p_D_OAI211X1P4H7L_Y_C0_MUX2X0P5H7L_Y_A_OAI211X0P7H7L_Y_C0_NAND3X0P5H7L_Y,1.2,7.804e-04,0.000e+00,3.702e-10,7.804e-04
BitsReg_1_pred_target_11__MUX2X0P5H7L_B_Y_XNOR2X0P5H7L_A_Y_AOI211X0P5H7L_A1_Y_OA211X0P7H7L_B0_C0_OAI211X0P7H7L_Y,1.2,7.770e-04,0.000e+00,5.049e-10,7.771e-04
io_debug_pc[2]_reg_p_D_OAI31X0P5H7L_Y_A1_AOI21X0P5H7L_Y_B0_OAI31X0P5H7L_Y_A2_OAI21X0P5H7L_Y,1.2,7.678e-04,0.000e+00,7.129e-10,7.678e-04
io_debug_pc[14]_reg_p_D_AOI221X1P4H7L_Y_B0_MUX2X0P5H7L_Y,1.2,7.619e-04,0.000e+00,2.065e-09,7.619e-04
io_debug_pc[19]_reg_p_D_OAI32X0P5H7L_Y_B0_OAI211X0P7H7L_Y_A1_AOAI211X0P5H7L_Y,1.2,7.588e-04,0.000e+00,6.723e-10,7.588e-04
io_debug_pc[30]_reg_p_D_AOI21X0P5H7L_Y_A1_AOAI211X0P5H7L_Y_B0_OAI21X0P5H7L_Y_A1_OAI211X0P7H7L_Y,1.2,7.453e-04,0.000e+00,5.360e-10,7.453e-04
io_debug_pc[17]_reg_p_D_OAI221X0P5H7L_Y_B1_AOI22X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,7.412e-04,0.000e+00,9.341e-10,7.412e-04
BitsReg_1_pred_target_30__MUX2X0P5H7L_B_Y_XOR2X0P5H7L_A_Y_OAI21X1H7L_A1,1.2,7.224e-04,0.000e+00,8.180e-10,7.224e-04
io_debug_pc[10]_reg_p_D_OAOI211X0P5H7L_Y_A1_AOI21X0P5H7L_Y,1.2,7.143e-04,0.000e+00,8.443e-10,7.144e-04
BitsReg_1_pred_target_24__MUX2X0P5H7L_B_Y_INVX0P5H7L_A_Y_OAI21X0P5H7L_B0_Y_AOAI211X1P4H7L_B0,1.2,7.076e-04,0.000e+00,8.836e-10,7.076e-04
io_debug_pc[18]_reg_p_D_OA31X1H7L_Y_A2_OAI31X0P5H7L_Y_A1_BUFX3P5H7L_A,1.2,7.021e-04,0.000e+00,2.428e-09,7.021e-04
io_debug_pc[17]_reg_p_D_OAI221X0P5H7L_Y_B1_AOI22X0P5H7L_Y_B0_AOI211X0P5H7L_Y_A1_MUXI2X0P5H7L_Y,1.2,6.967e-04,0.000e+00,2.572e-09,6.967e-04
io_debug_pc[14]_reg_p_D_AOI221X1P4H7L_Y_C0_OAI211X1P4H7L_Y_A1_OAI211X0P7H7L_Y_A1_MUXI2X0P5H7L_Y,1.2,6.886e-04,0.000e+00,2.571e-09,6.886e-04
io_debug_pc[7]_reg_p_D_OAI32X0P5H7L_Y_B0_OAI221X0P5H7L_Y_B0_AOAI211X0P5H7L_Y_A1_MUXI2X0P5H7L_Y,1.2,6.825e-04,0.000e+00,2.572e-09,6.825e-04
io_debug_pc[30]_reg_p_D_AOI21X0P5H7L_Y_A1_AOAI211X0P5H7L_Y_B0_OAI21X0P5H7L_Y_A1_OAI211X0P7H7L_Y_B0_OAI2XB1X0P5H7L_Y,1.2,6.818e-04,0.000e+00,1.408e-09,6.818e-04
io_debug_pc[16]_reg_p_D_AOI21X0P5H7L_Y_A0_AOAI211X0P5H7L_Y_B0_OAI21X0P5H7L_Y,1.2,6.807e-04,0.000e+00,7.139e-10,6.807e-04
io_debug_pc[21]_reg_p_D_OAI221X0P5H7L_Y_B1_AOI22X0P5H7L_Y_B0_AOI211X0P5H7L_Y_A1_MUXI2X0P5H7L_Y,1.2,6.791e-04,0.000e+00,2.559e-09,6.791e-04
ras.top_2__reg_p_D_AOI211X0P5H7L_Y_B0_NOR2X0P5H7L_Y_B_NOR2X0P5H7L_Y_A_AO211X3H7L_A0,1.2,6.748e-04,0.000e+00,2.867e-09,6.748e-04
io_debug_pc[19]_reg_p_D_OAI32X0P5H7L_Y_B0_OAI211X0P7H7L_Y_B0_NAND4X0P5H7L_Y_D_OAI21X0P5H7L_Y,1.2,6.747e-04,0.000e+00,7.112e-10,6.747e-04
io_debug_pc[29]_reg_p_D_OAI21X0P5H7L_Y,1.2,6.677e-04,0.000e+00,7.126e-10,6.678e-04
io_debug_pc[22]_reg_p_D_OAI21X0P5H7L_Y_A1_AOAI211X0P5H7L_Y_B0_OAI21X0P5H7L_Y_A1_OAI211X0P7H7L_Y_A1_MUX2X0P5H7L_Y,1.2,6.610e-04,0.000e+00,2.076e-09,6.610e-04
io_debug_pc[18]_reg_p_D_OA31X1H7L_Y_A2_OAI31X0P5H7L_Y_A1_NAND2X3H7L_Y,1.2,6.591e-04,0.000e+00,1.236e-09,6.591e-04
io_perf_icache_hit_OR3X1H7L_B,1.2,6.549e-04,0.000e+00,1.875e-09,6.549e-04
io_debug_pc[6]_reg_p_D_OAI221X1P4H7L_Y_B1_OA22X0P5H7L_Y_A1_OAI211X0P7H7L_Y_A1_MUX2X0P5H7L_Y,1.2,6.495e-04,0.000e+00,2.083e-09,6.495e-04
io_debug_pc[21]_reg_p_D_OAI221X0P5H7L_Y_B1_AOI22X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,6.476e-04,0.000e+00,8.659e-10,6.476e-04
btb.tag_4_0_4__AOI22X0P5H7L_B1_Y_NAND4X0P5H7L_A_Y_XOR2X0P5H7L_B_Y_NOR3X0P5H7L_B_Y_NAND3X0P5H7L_A_Y_OAO211X0P5H7L_A1_C0_AOI211X0P5H7L_Y,1.2,6.423e-04,0.000e+00,6.734e-10,6.423e-04
io_debug_pc[15]_reg_p_D_OAI211X1P4H7L_Y_C0_AOI31X0P5H7L_Y_A2_MUX2X0P5H7L_Y_B_MUX2X0P5H7L_Y,1.2,6.410e-04,0.000e+00,2.080e-09,6.410e-04
io_debug_pc[23]_reg_p_D_OAI32X0P5H7L_Y,1.2,6.363e-04,0.000e+00,7.359e-10,6.363e-04
BitsReg_1_pred_target_24__MUX2X0P5H7L_B_Y_AOI31X0P5H7L_A1_B0_OAI21X0P5H7L_Y_A0_BUFX5H7L_A,1.2,6.358e-04,0.000e+00,3.360e-09,6.358e-04
ras.top_2__reg_p_D_AOI211X0P5H7L_Y_B0_NOR2X0P5H7L_Y_B_NOR2X0P5H7L_Y_A_AO211X3H7L_A0_C0_OR3X1H7L_A_Y_AO211X1P4H7L_C0,1.2,6.336e-04,0.000e+00,1.766e-09,6.336e-04
io_debug_pc[7]_reg_p_D_OAI32X0P5H7L_Y_B0_OAI221X0P5H7L_Y_B0_AOAI211X0P5H7L_Y,1.2,6.233e-04,0.000e+00,6.477e-10,6.233e-04
io_debug_pc[26]_reg_p_D_OAI221X0P5H7L_Y_B1_MUX2X0P5H7L_Y_A_OAI21X0P5H7L_Y,1.2,6.160e-04,0.000e+00,7.114e-10,6.160e-04
BitsReg_1_pred_target_0__MUX2X0P5H7L_B_Y_NOR4X0P7H7L_D_Y_AOI2XB1X1H7L_A1N,1.2,6.128e-04,0.000e+00,1.647e-09,6.128e-04
io_debug_pc[24]_reg_p_D_OAOI211X0P5H7L_Y,1.2,6.128e-04,0.000e+00,6.957e-10,6.128e-04
pred_tag_taken_NAND2BX0P5H7L_B_AN_BUFX3H7L_Y_A_AOI211X1P4H7L_Y,1.2,6.122e-04,0.000e+00,8.682e-10,6.122e-04
io_debug_pc[29]_reg_p_D_OAI21X0P5H7L_Y_A0_OAOI211X0P5H7L_Y,1.2,6.092e-04,0.000e+00,8.129e-10,6.092e-04
